1,31/7/2024,16:05,16:45,"Rustup install and Celestia reading"
2,31/7/2024,16:50,17:00,"Parsley/centipede/snake distraction"
3,31/7/2024,17:00,17:15,"ZK proofs and Starkware - Obsidian note-taking"
4,31/7/2024,17:15,18:20,"Signing up for openbuild.xyz, creating Medium.com stubs, starting LinkedIn Technical Writing course, blockchain/ZK learning path notes (hard copy)"

